Date,Close,Symbol
6/25/2018 16:00:00,15,CMLS
7/27/2018 16:00:00,15,CMLS
8/1/2018 16:00:00,18.1,CMLS
8/2/2018 16:00:00,18,CMLS
8/3/2018 16:00:00,19.61,CMLS
8/6/2018 16:00:00,19.61,CMLS
8/7/2018 16:00:00,18.35,CMLS
8/8/2018 16:00:00,18.98,CMLS
8/9/2018 16:00:00,17.4,CMLS
8/13/2018 16:00:00,17.7,CMLS
8/14/2018 16:00:00,17.7,CMLS
8/15/2018 16:00:00,17.69,CMLS
8/16/2018 16:00:00,17.7,CMLS
8/17/2018 16:00:00,18.12,CMLS
8/20/2018 16:00:00,18.2,CMLS
8/21/2018 16:00:00,18.98,CMLS
8/22/2018 16:00:00,19.05,CMLS
8/23/2018 16:00:00,19.05,CMLS
8/24/2018 16:00:00,19.89,CMLS
8/27/2018 16:00:00,19.15,CMLS
8/28/2018 16:00:00,19.4,CMLS
8/29/2018 16:00:00,19.43,CMLS
8/30/2018 16:00:00,19,CMLS
8/31/2018 16:00:00,20.9,CMLS
9/4/2018 16:00:00,19.44,CMLS
9/5/2018 16:00:00,19.34,CMLS
9/6/2018 16:00:00,19.21,CMLS
9/7/2018 16:00:00,19.74,CMLS
9/10/2018 16:00:00,18.64,CMLS
9/11/2018 16:00:00,19.33,CMLS
9/12/2018 16:00:00,18,CMLS
9/13/2018 16:00:00,17.85,CMLS
9/14/2018 16:00:00,17.85,CMLS
9/17/2018 16:00:00,17.13,CMLS
9/18/2018 16:00:00,16.1,CMLS
9/19/2018 16:00:00,16.61,CMLS
9/20/2018 16:00:00,16.7,CMLS
9/21/2018 16:00:00,16.61,CMLS
9/24/2018 16:00:00,17.75,CMLS
9/25/2018 16:00:00,16.9,CMLS
9/26/2018 16:00:00,16.75,CMLS
9/27/2018 16:00:00,16.55,CMLS
9/28/2018 16:00:00,17.02,CMLS
10/1/2018 16:00:00,17.01,CMLS
10/2/2018 16:00:00,16.9,CMLS
10/3/2018 16:00:00,16.95,CMLS
10/4/2018 16:00:00,17.39,CMLS
10/5/2018 16:00:00,16.8,CMLS
10/8/2018 16:00:00,17,CMLS
10/9/2018 16:00:00,17,CMLS
10/10/2018 16:00:00,16.8,CMLS
10/11/2018 16:00:00,16.51,CMLS
10/12/2018 16:00:00,16.4,CMLS
10/15/2018 16:00:00,16.5,CMLS
10/16/2018 16:00:00,16.3,CMLS
10/17/2018 16:00:00,16.2,CMLS
10/18/2018 16:00:00,16.29,CMLS
10/19/2018 16:00:00,15.75,CMLS
10/22/2018 16:00:00,16.25,CMLS
10/23/2018 16:00:00,16.25,CMLS
10/24/2018 16:00:00,15.99,CMLS
10/25/2018 16:00:00,16.5,CMLS
10/26/2018 16:00:00,16.25,CMLS
10/29/2018 16:00:00,15.99,CMLS
10/30/2018 16:00:00,15.5,CMLS
10/31/2018 16:00:00,14.81,CMLS
11/2/2018 16:00:00,14.99,CMLS
11/5/2018 16:00:00,14.75,CMLS
11/6/2018 16:00:00,14.78,CMLS
11/7/2018 16:00:00,14.6,CMLS
11/9/2018 16:00:00,14.5,CMLS
11/12/2018 16:00:00,14,CMLS
11/14/2018 16:00:00,14,CMLS
11/15/2018 16:00:00,14.7,CMLS
11/16/2018 16:00:00,12.92,CMLS
11/19/2018 16:00:00,12.6,CMLS
11/20/2018 16:00:00,12.77,CMLS
11/21/2018 16:00:00,12.88,CMLS
11/26/2018 16:00:00,13.16,CMLS
11/27/2018 16:00:00,13.14,CMLS
11/28/2018 16:00:00,12.7,CMLS
11/29/2018 16:00:00,12.2,CMLS
11/30/2018 16:00:00,11.3,CMLS
12/3/2018 16:00:00,11.75,CMLS
12/4/2018 16:00:00,11.75,CMLS
12/7/2018 16:00:00,10.75,CMLS
12/10/2018 16:00:00,10.25,CMLS
12/11/2018 16:00:00,10.12,CMLS
12/12/2018 16:00:00,10.35,CMLS
12/13/2018 16:00:00,10.83,CMLS
12/14/2018 16:00:00,10.75,CMLS
12/17/2018 16:00:00,10.45,CMLS
12/18/2018 16:00:00,10.71,CMLS
12/19/2018 16:00:00,10.78,CMLS
12/20/2018 16:00:00,10.4,CMLS
12/21/2018 16:00:00,10.11,CMLS
12/24/2018 13:00:00,11.05,CMLS
12/26/2018 16:00:00,10.83,CMLS
12/27/2018 16:00:00,10.86,CMLS
12/28/2018 16:00:00,10.9,CMLS
12/31/2018 16:00:00,10.8,CMLS
1/2/2019 16:00:00,11.15,CMLS
1/3/2019 16:00:00,11,CMLS
1/4/2019 16:00:00,11.9,CMLS
1/7/2019 16:00:00,12.04,CMLS
1/8/2019 16:00:00,12.65,CMLS
1/9/2019 16:00:00,12.45,CMLS
1/10/2019 16:00:00,12.26,CMLS
1/11/2019 16:00:00,12,CMLS
1/14/2019 16:00:00,11.75,CMLS
1/15/2019 16:00:00,12,CMLS
1/16/2019 16:00:00,11.97,CMLS
1/17/2019 16:00:00,11.85,CMLS
1/18/2019 16:00:00,12.09,CMLS
1/22/2019 16:00:00,12,CMLS
1/23/2019 16:00:00,11.83,CMLS
1/24/2019 16:00:00,11.85,CMLS
1/25/2019 16:00:00,11.99,CMLS
1/28/2019 16:00:00,12.01,CMLS
1/29/2019 16:00:00,12.05,CMLS
1/30/2019 16:00:00,12.05,CMLS
1/31/2019 16:00:00,12.05,CMLS
2/1/2019 16:00:00,13.24,CMLS
2/4/2019 16:00:00,13.7,CMLS
2/5/2019 16:00:00,14.7,CMLS
2/6/2019 16:00:00,14.42,CMLS
2/7/2019 16:00:00,14.3,CMLS
2/8/2019 16:00:00,14.35,CMLS
2/11/2019 16:00:00,14.72,CMLS
2/12/2019 16:00:00,14.6,CMLS
2/13/2019 16:00:00,14.75,CMLS
2/14/2019 16:00:00,15.6,CMLS
2/15/2019 16:00:00,16,CMLS
2/19/2019 16:00:00,16.35,CMLS
2/20/2019 16:00:00,16.4,CMLS
2/21/2019 16:00:00,16.6,CMLS
2/22/2019 16:00:00,16.71,CMLS
2/25/2019 16:00:00,16.64,CMLS
2/26/2019 16:00:00,17.5,CMLS
2/27/2019 16:00:00,17.51,CMLS
2/28/2019 16:00:00,17.81,CMLS
3/1/2019 16:00:00,18.2,CMLS
3/4/2019 16:00:00,18.22,CMLS
3/5/2019 16:00:00,18.08,CMLS
3/6/2019 16:00:00,17.96,CMLS
3/7/2019 16:00:00,18.2,CMLS
3/8/2019 16:00:00,18.59,CMLS
3/11/2019 16:00:00,18.81,CMLS
3/12/2019 16:00:00,18.91,CMLS
3/13/2019 16:00:00,18.96,CMLS
3/14/2019 16:00:00,19.09,CMLS
3/15/2019 16:00:00,19.04,CMLS
3/18/2019 16:00:00,19.25,CMLS
3/19/2019 16:00:00,19.5,CMLS
3/20/2019 16:00:00,19.72,CMLS
3/21/2019 16:00:00,19.41,CMLS
3/22/2019 16:00:00,19.1,CMLS
3/25/2019 16:00:00,18.7,CMLS
3/26/2019 16:00:00,17.86,CMLS
3/27/2019 16:00:00,17.75,CMLS
3/28/2019 16:00:00,17.82,CMLS
3/29/2019 16:00:00,18.01,CMLS
4/1/2019 16:00:00,18.07,CMLS
4/2/2019 16:00:00,18.39,CMLS
4/3/2019 16:00:00,18.1,CMLS
4/4/2019 16:00:00,17.88,CMLS
4/5/2019 16:00:00,18.19,CMLS
4/8/2019 16:00:00,18.41,CMLS
4/9/2019 16:00:00,18.7,CMLS
4/10/2019 16:00:00,18.48,CMLS
4/11/2019 16:00:00,18.43,CMLS
4/12/2019 16:00:00,18.64,CMLS
4/15/2019 16:00:00,18.57,CMLS
4/16/2019 16:00:00,18.47,CMLS
4/17/2019 16:00:00,17.75,CMLS
4/18/2019 16:00:00,18.25,CMLS
4/22/2019 16:00:00,17.99,CMLS
4/23/2019 16:00:00,16.98,CMLS
4/24/2019 16:00:00,17.52,CMLS
4/25/2019 16:00:00,17.64,CMLS
4/26/2019 16:00:00,18,CMLS
