Date,Close,Symbol
6/25/2018 16:00:00,9.74,WOW
6/26/2018 16:00:00,9.7,WOW
6/27/2018 16:00:00,9.57,WOW
6/28/2018 16:00:00,9.66,WOW
6/29/2018 16:00:00,9.66,WOW
7/2/2018 16:00:00,9.82,WOW
7/3/2018 13:00:00,10.3,WOW
7/5/2018 16:00:00,10.57,WOW
7/6/2018 16:00:00,11,WOW
7/9/2018 16:00:00,11.43,WOW
7/10/2018 16:00:00,10.98,WOW
7/11/2018 16:00:00,10.65,WOW
7/12/2018 16:00:00,10.9,WOW
7/13/2018 16:00:00,10.88,WOW
7/16/2018 16:00:00,11.14,WOW
7/17/2018 16:00:00,10.77,WOW
7/18/2018 16:00:00,10.96,WOW
7/19/2018 16:00:00,10.76,WOW
7/20/2018 16:00:00,10.66,WOW
7/23/2018 16:00:00,10.65,WOW
7/24/2018 16:00:00,10.41,WOW
7/25/2018 16:00:00,10.12,WOW
7/26/2018 16:00:00,10.4,WOW
7/27/2018 16:00:00,10.4,WOW
7/30/2018 16:00:00,10.6,WOW
7/31/2018 16:00:00,10.88,WOW
8/1/2018 16:00:00,10.98,WOW
8/2/2018 16:00:00,10.77,WOW
8/3/2018 16:00:00,10.91,WOW
8/6/2018 16:00:00,10.97,WOW
8/7/2018 16:00:00,10.93,WOW
8/8/2018 16:00:00,10.87,WOW
8/9/2018 16:00:00,10.93,WOW
8/10/2018 16:00:00,12.65,WOW
8/13/2018 16:00:00,11.97,WOW
8/14/2018 16:00:00,11.8,WOW
8/15/2018 16:00:00,11.82,WOW
8/16/2018 16:00:00,11.9,WOW
8/17/2018 16:00:00,11.69,WOW
8/20/2018 16:00:00,11.8,WOW
8/21/2018 16:00:00,11.79,WOW
8/22/2018 16:00:00,11.73,WOW
8/23/2018 16:00:00,11.61,WOW
8/24/2018 16:00:00,11.77,WOW
8/27/2018 16:00:00,11.86,WOW
8/28/2018 16:00:00,11.77,WOW
8/29/2018 16:00:00,11.83,WOW
8/30/2018 16:00:00,11.61,WOW
8/31/2018 16:00:00,11.65,WOW
9/4/2018 16:00:00,11.4,WOW
9/5/2018 16:00:00,11.29,WOW
9/6/2018 16:00:00,10.91,WOW
9/7/2018 16:00:00,11.14,WOW
9/10/2018 16:00:00,11.17,WOW
9/11/2018 16:00:00,11.18,WOW
9/12/2018 16:00:00,11.28,WOW
9/13/2018 16:00:00,11.14,WOW
9/14/2018 16:00:00,11.18,WOW
9/17/2018 16:00:00,11.28,WOW
9/18/2018 16:00:00,11.49,WOW
9/19/2018 16:00:00,11.52,WOW
9/20/2018 16:00:00,11.62,WOW
9/21/2018 16:00:00,11.47,WOW
9/24/2018 16:00:00,11.23,WOW
9/25/2018 16:00:00,11.4,WOW
9/26/2018 16:00:00,11.41,WOW
9/27/2018 16:00:00,11.33,WOW
9/28/2018 16:00:00,11.21,WOW
10/1/2018 16:00:00,11.21,WOW
10/2/2018 16:00:00,11.69,WOW
10/3/2018 16:00:00,11.96,WOW
10/4/2018 16:00:00,12.3,WOW
10/5/2018 16:00:00,11.74,WOW
10/8/2018 16:00:00,11.35,WOW
10/9/2018 16:00:00,11.54,WOW
10/10/2018 16:00:00,11.22,WOW
10/11/2018 16:00:00,11.08,WOW
10/12/2018 16:00:00,11.09,WOW
