Date,Close,Symbol
6/25/2019 16:00:00,16.92,CMLS
6/26/2019 16:00:00,17.17,CMLS
6/27/2019 16:00:00,17.6,CMLS
6/28/2019 16:00:00,18.55,CMLS
7/1/2019 16:00:00,18.57,CMLS
7/2/2019 16:00:00,18.48,CMLS
7/3/2019 13:00:00,18.38,CMLS
7/5/2019 16:00:00,17.91,CMLS
7/8/2019 16:00:00,17.99,CMLS
7/9/2019 16:00:00,17.58,CMLS
7/10/2019 16:00:00,17.51,CMLS
7/11/2019 16:00:00,17.82,CMLS
7/12/2019 16:00:00,17.92,CMLS
7/15/2019 16:00:00,17.79,CMLS
7/16/2019 16:00:00,17.56,CMLS
7/17/2019 16:00:00,17.45,CMLS
7/18/2019 16:00:00,17.07,CMLS
7/19/2019 16:00:00,17.16,CMLS
7/22/2019 16:00:00,16.42,CMLS
7/23/2019 16:00:00,15.89,CMLS
7/24/2019 16:00:00,16.18,CMLS
7/25/2019 16:00:00,15.31,CMLS
7/26/2019 16:00:00,15.52,CMLS
7/29/2019 16:00:00,14.92,CMLS
7/30/2019 16:00:00,15.27,CMLS
7/31/2019 16:00:00,15.11,CMLS
8/1/2019 16:00:00,14.16,CMLS
8/2/2019 16:00:00,14.06,CMLS
8/5/2019 16:00:00,13.5,CMLS
8/6/2019 16:00:00,13.73,CMLS
8/7/2019 16:00:00,12.6,CMLS
8/8/2019 16:00:00,14.62,CMLS
8/9/2019 16:00:00,14.51,CMLS
8/12/2019 16:00:00,14.34,CMLS
8/13/2019 16:00:00,14.81,CMLS
8/14/2019 16:00:00,14.19,CMLS
8/15/2019 16:00:00,15.11,CMLS
8/16/2019 16:00:00,15.21,CMLS
8/19/2019 16:00:00,15.7,CMLS
8/20/2019 16:00:00,15.4,CMLS
8/21/2019 16:00:00,15.01,CMLS
8/22/2019 16:00:00,14.65,CMLS
8/23/2019 16:00:00,13.79,CMLS
8/26/2019 16:00:00,13.88,CMLS
8/27/2019 16:00:00,13.55,CMLS
8/28/2019 16:00:00,13.54,CMLS
8/29/2019 16:00:00,13.55,CMLS
8/30/2019 16:00:00,13.6,CMLS
9/3/2019 16:00:00,13.14,CMLS
9/4/2019 16:00:00,13.22,CMLS
9/5/2019 16:00:00,13.07,CMLS
9/6/2019 16:00:00,13.08,CMLS
9/9/2019 16:00:00,13.68,CMLS
9/10/2019 16:00:00,14.35,CMLS
9/11/2019 16:00:00,14.76,CMLS
9/12/2019 16:00:00,14.59,CMLS
9/13/2019 16:00:00,14.38,CMLS
9/16/2019 16:00:00,13.61,CMLS
9/17/2019 16:00:00,14.39,CMLS
9/18/2019 16:00:00,14.14,CMLS
9/19/2019 16:00:00,13.58,CMLS
9/20/2019 16:00:00,13.21,CMLS
9/23/2019 16:00:00,13.48,CMLS
9/24/2019 16:00:00,13.16,CMLS
