Date,Close,Symbol
6/25/2019 16:00:00,7.23,MAXR
6/26/2019 16:00:00,7.33,MAXR
6/27/2019 16:00:00,7.43,MAXR
6/28/2019 16:00:00,7.82,MAXR
7/1/2019 16:00:00,7.92,MAXR
7/2/2019 16:00:00,9.31,MAXR
7/3/2019 13:00:00,9.08,MAXR
7/5/2019 16:00:00,9.8,MAXR
7/8/2019 16:00:00,9.51,MAXR
7/9/2019 16:00:00,9.12,MAXR
7/10/2019 16:00:00,9.36,MAXR
7/11/2019 16:00:00,9.3,MAXR
7/12/2019 16:00:00,9.58,MAXR
7/15/2019 16:00:00,9.21,MAXR
7/16/2019 16:00:00,8.83,MAXR
7/17/2019 16:00:00,8.38,MAXR
7/18/2019 16:00:00,8.2,MAXR
7/19/2019 16:00:00,8.18,MAXR
7/22/2019 16:00:00,7.92,MAXR
7/23/2019 16:00:00,7.73,MAXR
7/24/2019 16:00:00,8.23,MAXR
7/25/2019 16:00:00,7.75,MAXR
7/26/2019 16:00:00,7.58,MAXR
7/29/2019 16:00:00,7.58,MAXR
7/30/2019 16:00:00,7.8,MAXR
7/31/2019 16:00:00,7.36,MAXR
8/1/2019 16:00:00,6.91,MAXR
8/2/2019 16:00:00,7.34,MAXR
8/5/2019 16:00:00,6.9,MAXR
8/6/2019 16:00:00,7.17,MAXR
8/7/2019 16:00:00,8.01,MAXR
8/8/2019 16:00:00,7.95,MAXR
8/9/2019 16:00:00,7.82,MAXR
8/12/2019 16:00:00,7.41,MAXR
8/13/2019 16:00:00,7.28,MAXR
8/14/2019 16:00:00,6.62,MAXR
8/15/2019 16:00:00,6.31,MAXR
8/16/2019 16:00:00,6.32,MAXR
8/19/2019 16:00:00,6.49,MAXR
8/20/2019 16:00:00,6.8,MAXR
8/21/2019 16:00:00,6.78,MAXR
8/22/2019 16:00:00,7.02,MAXR
8/23/2019 16:00:00,6.59,MAXR
8/26/2019 16:00:00,6.74,MAXR
8/27/2019 16:00:00,6.5,MAXR
8/28/2019 16:00:00,6.68,MAXR
8/29/2019 16:00:00,6.88,MAXR
8/30/2019 16:00:00,7.08,MAXR
9/3/2019 16:00:00,7.28,MAXR
9/4/2019 16:00:00,6.95,MAXR
9/5/2019 16:00:00,6.89,MAXR
9/6/2019 16:00:00,7.06,MAXR
9/9/2019 16:00:00,7.03,MAXR
9/10/2019 16:00:00,8.38,MAXR
9/11/2019 16:00:00,9.18,MAXR
9/12/2019 16:00:00,9.63,MAXR
9/13/2019 16:00:00,9.18,MAXR
9/16/2019 16:00:00,10.11,MAXR
9/17/2019 16:00:00,9.32,MAXR
9/18/2019 16:00:00,9.11,MAXR
9/19/2019 16:00:00,9.21,MAXR
9/20/2019 16:00:00,9.1,MAXR
9/23/2019 16:00:00,8.59,MAXR
9/24/2019 16:00:00,8.12,MAXR
9/25/2019 16:00:00,8.06,MAXR
9/26/2019 16:00:00,7.77,MAXR
9/27/2019 16:00:00,7.71,MAXR
9/30/2019 16:00:00,7.6,MAXR
10/1/2019 16:00:00,7.33,MAXR
10/2/2019 16:00:00,7.35,MAXR
10/3/2019 16:00:00,7.57,MAXR
10/4/2019 16:00:00,7.56,MAXR
10/7/2019 16:00:00,8.14,MAXR
10/8/2019 16:00:00,7.85,MAXR
10/9/2019 16:00:00,7.45,MAXR
10/10/2019 16:00:00,6.86,MAXR
10/11/2019 16:00:00,7.14,MAXR
10/14/2019 16:00:00,7.16,MAXR
10/15/2019 16:00:00,7.32,MAXR
10/16/2019 16:00:00,7.62,MAXR
10/17/2019 16:00:00,7.75,MAXR
10/18/2019 16:00:00,7.68,MAXR
10/21/2019 16:00:00,7.89,MAXR
10/22/2019 16:00:00,8.12,MAXR
10/23/2019 16:00:00,8.6,MAXR
10/24/2019 16:00:00,7.81,MAXR
10/25/2019 16:00:00,7.95,MAXR
10/28/2019 16:00:00,8,MAXR
10/29/2019 16:00:00,7.68,MAXR
10/30/2019 16:00:00,7.65,MAXR
10/31/2019 16:00:00,8.49,MAXR
11/1/2019 16:00:00,8.95,MAXR
11/4/2019 16:00:00,9.94,MAXR
11/5/2019 16:00:00,11.09,MAXR
11/6/2019 16:00:00,11.26,MAXR
11/7/2019 16:00:00,11.26,MAXR
11/8/2019 16:00:00,11.8,MAXR
11/11/2019 16:00:00,11.61,MAXR
11/12/2019 16:00:00,12.21,MAXR
11/13/2019 16:00:00,11.86,MAXR
11/14/2019 16:00:00,11.36,MAXR
11/15/2019 16:00:00,11.5,MAXR
11/18/2019 16:00:00,12.11,MAXR
11/19/2019 16:00:00,11.44,MAXR
11/20/2019 16:00:00,11.31,MAXR
11/21/2019 16:00:00,11,MAXR
11/22/2019 16:00:00,11.33,MAXR
11/25/2019 16:00:00,10.79,MAXR
11/26/2019 16:00:00,10.7,MAXR
11/27/2019 16:00:00,10.39,MAXR
11/29/2019 13:00:00,10.4,MAXR
12/2/2019 16:00:00,11.14,MAXR
12/3/2019 16:00:00,11.44,MAXR
12/4/2019 16:00:00,10.91,MAXR
12/5/2019 16:00:00,10.59,MAXR
12/6/2019 16:00:00,10.92,MAXR
12/9/2019 16:00:00,11.04,MAXR
12/10/2019 16:00:00,11.24,MAXR
12/11/2019 16:00:00,10.63,MAXR
12/12/2019 16:00:00,11.22,MAXR
12/13/2019 16:00:00,11.77,MAXR
12/16/2019 16:00:00,13,MAXR
12/17/2019 16:00:00,12.66,MAXR
12/18/2019 16:00:00,12.93,MAXR
12/19/2019 16:00:00,13.4,MAXR
12/20/2019 16:00:00,14.05,MAXR
12/23/2019 16:00:00,13.85,MAXR
12/24/2019 13:00:00,13.76,MAXR
12/26/2019 16:00:00,14.54,MAXR
12/27/2019 16:00:00,14.29,MAXR
12/30/2019 16:00:00,16.49,MAXR
12/31/2019 16:00:00,15.67,MAXR
1/2/2020 16:00:00,16.5,MAXR
1/3/2020 16:00:00,17.44,MAXR
1/6/2020 16:00:00,17.52,MAXR
1/7/2020 16:00:00,17.98,MAXR
1/8/2020 16:00:00,19.07,MAXR
1/9/2020 16:00:00,18.86,MAXR
1/10/2020 16:00:00,19.9,MAXR
1/13/2020 16:00:00,19.48,MAXR
1/14/2020 16:00:00,19.78,MAXR
1/15/2020 16:00:00,20.14,MAXR
1/16/2020 16:00:00,19.53,MAXR
1/17/2020 16:00:00,20.2,MAXR
1/21/2020 16:00:00,20.71,MAXR
1/22/2020 16:00:00,20.31,MAXR
1/23/2020 16:00:00,20.06,MAXR
1/24/2020 16:00:00,19.02,MAXR
1/27/2020 16:00:00,18.35,MAXR
1/28/2020 16:00:00,18.55,MAXR
1/29/2020 16:00:00,17.11,MAXR
1/30/2020 16:00:00,17.09,MAXR
1/31/2020 16:00:00,15.96,MAXR
2/3/2020 16:00:00,16.5,MAXR
2/4/2020 16:00:00,17.2,MAXR
2/5/2020 16:00:00,16.33,MAXR
2/6/2020 16:00:00,16.3,MAXR
2/7/2020 16:00:00,17.43,MAXR
2/10/2020 16:00:00,17.81,MAXR
2/11/2020 16:00:00,18.73,MAXR
2/12/2020 16:00:00,18.99,MAXR
2/13/2020 16:00:00,18.85,MAXR
2/14/2020 16:00:00,19.14,MAXR
2/18/2020 16:00:00,17.82,MAXR
2/19/2020 16:00:00,17.39,MAXR
2/20/2020 16:00:00,17.66,MAXR
2/21/2020 16:00:00,17.26,MAXR
2/24/2020 16:00:00,16.52,MAXR
2/25/2020 16:00:00,15.52,MAXR
2/26/2020 16:00:00,15.27,MAXR
2/27/2020 16:00:00,14.8,MAXR
2/28/2020 16:00:00,15.21,MAXR
3/2/2020 16:00:00,14.76,MAXR
3/3/2020 16:00:00,15.41,MAXR
3/4/2020 16:00:00,17.56,MAXR
3/5/2020 16:00:00,15.5,MAXR
3/6/2020 16:00:00,14.66,MAXR
3/9/2020 16:00:00,12.67,MAXR
3/10/2020 16:00:00,13.46,MAXR
3/11/2020 16:00:00,11.19,MAXR
3/12/2020 16:00:00,9.21,MAXR
3/13/2020 16:00:00,11.08,MAXR
3/16/2020 16:00:00,8.87,MAXR
3/17/2020 16:00:00,9.45,MAXR
3/18/2020 16:00:00,8.3,MAXR
3/19/2020 16:00:00,8.39,MAXR
3/20/2020 16:00:00,7.79,MAXR
3/23/2020 16:00:00,8.2,MAXR
3/24/2020 16:00:00,9.38,MAXR
3/25/2020 16:00:00,11.35,MAXR
3/26/2020 16:00:00,11.08,MAXR
3/27/2020 16:00:00,11.32,MAXR
3/30/2020 16:00:00,10.87,MAXR
3/31/2020 16:00:00,10.68,MAXR
4/1/2020 16:00:00,9.29,MAXR
4/2/2020 16:00:00,9.27,MAXR
4/3/2020 16:00:00,9.54,MAXR
4/6/2020 16:00:00,10.32,MAXR
4/7/2020 16:00:00,10.34,MAXR
4/8/2020 16:00:00,11.09,MAXR
4/9/2020 16:00:00,11.53,MAXR
4/13/2020 16:00:00,11.21,MAXR
4/14/2020 16:00:00,11.58,MAXR
4/15/2020 16:00:00,10.92,MAXR
4/16/2020 16:00:00,9.77,MAXR
4/17/2020 16:00:00,10.7,MAXR
4/20/2020 16:00:00,10.82,MAXR
4/21/2020 16:00:00,9.95,MAXR
4/22/2020 16:00:00,10.2,MAXR
4/23/2020 16:00:00,10.36,MAXR
4/24/2020 16:00:00,10.07,MAXR
4/27/2020 16:00:00,11.63,MAXR
4/28/2020 16:00:00,11.85,MAXR
4/29/2020 16:00:00,12.83,MAXR
4/30/2020 16:00:00,12.61,MAXR
5/1/2020 16:00:00,11.39,MAXR
5/4/2020 16:00:00,10.86,MAXR
5/5/2020 16:00:00,10.76,MAXR
